clean1	0	1
clean2	10	8
clean3	8	8
clean4	3	0
clean5	4	5
clean6	10	10
clean7	11	2
clean8	5	5
clean9	11	11
clean10	4	3
clean10	4	4
clean11	10	8
clean12	8	0
clean13	10	9
clean14	1	0
clean15	11	6
clean16	2	1
clean17	6	6
clean17	6	7
clean18	7	11
clean19	9	9
